,best_bid,best_offer,daily_return,date,days_mat,delta,exdate,forward_price,impl_volatility,months_mat,price,secid,strike_price,symbol,adj_prices
760823,618.1,624.4,0.003797059298755956,2015-10-09,42,0.990548,2015-11-20,2010.687983,0.463591,1,621.25,108105.0,1390000.0,SPX 151120C1390000,2095.8665277004457
765041,617.3,623.2,-0.0016096579476860828,2015-10-12,39,,2015-11-20,2013.621583,,1,620.25,108105.0,1390000.0,SPX 151120C1390000,2092.4928994868433
769068,605.4,611.7,-0.018863361547763025,2015-10-13,38,,2015-11-20,1999.972916,,1,608.55,108105.0,1390000.0,SPX 151120C1390000,2053.021449387696
773100,594.7,601.0,-0.0175827787363404,2015-10-14,37,,2015-11-20,1990.45512,,1,597.85,108105.0,1390000.0,SPX 151120C1390000,2016.9236275021512
777120,626.2,632.3,0.052521535502216166,2015-10-15,36,,2015-11-20,2020.109602,,1,629.25,108105.0,1390000.0,SPX 151120C1390000,2122.8555534092643
780923,635.6,640.3,0.013825983313468404,2015-10-16,35,,2015-11-20,2029.425719,,1,637.95,108105.0,1390000.0,SPX 151120C1390000,2152.2061188676043
784718,636.7,641.6,0.00188102515871158,2015-10-19,32,,2015-11-20,2030.278978,,1,639.1500000000001,108105.0,1390000.0,SPX 151120C1390000,2156.2544727239274
788592,634.7,638.7,-0.00383321598998676,2015-10-20,31,,2015-11-20,2027.511989,,1,636.7,108105.0,1390000.0,SPX 151120C1390000,2147.9890836006016
792484,622.4,627.0,-0.01884718077587566,2015-10-21,30,,2015-11-20,2015.793633,,0,624.7,108105.0,1390000.0,SPX 151120C1390000,2107.5055450373734
796357,656.0,660.0,0.05330558668160701,2015-10-22,29,,2015-11-20,2049.428956,,0,658.0,108105.0,1390000.0,SPX 151120C1390000,2219.8473645503304
800505,679.5,684.0,0.03609422492401215,2015-10-23,28,,2015-11-20,2072.147548,,0,681.75,108105.0,1390000.0,SPX 151120C1390000,2299.9710346233855
804652,675.0,679.8,-0.006380638063806399,2015-10-26,25,,2015-11-20,2068.505002,,0,677.4,108105.0,1390000.0,SPX 151120C1390000,2285.2957518942153
808616,668.8,673.4,-0.00930026572187792,2015-10-27,24,,2015-11-20,2063.341286,,0,671.0999999999999,108105.0,1390000.0,SPX 151120C1390000,2264.0418941485204
812571,692.7,697.0,0.035389658769185095,2015-10-28,23,,2015-11-20,2087.910607,,0,694.85,108105.0,1390000.0,SPX 151120C1390000,2344.165564221576
816548,693.0,697.2,0.00035978988270857215,2015-10-29,22,,2015-11-20,2087.086975,,0,695.1,108105.0,1390000.0,SPX 151120C1390000,2345.008971274977
820531,686.7,690.8,-0.0091353762048626,2015-10-30,21,0.98719,2015-11-20,2077.178867,0.788905,0,688.75,108105.0,1390000.0,SPX 151120C1390000,2323.5864321186023
828643,624.9,629.4,0.0,2015-11-03,46,,2015-12-19,2105.205226,,1,627.15,108105.0,1475000.0,SPX 151219C1475000,2323.5864321186023
832557,618.5,623.0,-0.010204895160647376,2015-11-04,45,,2015-12-19,2097.901766,,1,620.75,108105.0,1475000.0,SPX 151219C1475000,2299.8744761821295
836477,617.4,621.9,-0.0017720499395892375,2015-11-05,44,,2015-12-19,2095.670956,,1,619.65,108105.0,1475000.0,SPX 151219C1475000,2295.7989837555483
840644,614.1,618.6,-0.005325587024933354,2015-11-06,43,,2015-12-19,2095.054185,,1,616.35,108105.0,1475000.0,SPX 151219C1475000,2283.5725064758044
844812,597.2,601.7,-0.02741948568183661,2015-11-09,40,,2015-12-19,2074.826828,,1,599.45,108105.0,1475000.0,SPX 151219C1475000,2220.9581228310553
848767,597.7,602.2,0.0008340979230960777,2015-11-10,39,,2015-12-19,2078.061948,,1,599.95,108105.0,1475000.0,SPX 151219C1475000,2222.810619388592
852718,593.5,598.2,-0.006833902825235438,2015-11-11,38,,2015-12-19,2071.292058,,1,595.85,108105.0,1475000.0,SPX 151219C1475000,2207.620147616789
856676,564.7,569.2,-0.04850213980028528,2015-11-12,37,,2015-12-19,2042.424418,,1,566.95,108105.0,1475000.0,SPX 151219C1475000,2100.545846591153
860832,541.0,545.0,-0.04224358409030782,2015-11-13,36,,2015-12-19,2019.62483,,1,543.0,108105.0,1475000.0,SPX 151219C1475000,2011.8112614851327
864981,572.0,576.4,0.05745856353591172,2015-11-16,33,,2015-12-19,2050.001028,,1,574.2,108105.0,1475000.0,SPX 151219C1475000,2127.407046675439
868949,570.1,574.1,-0.0036572622779519337,2015-11-17,32,,2015-12-19,2047.37624,,1,572.1,108105.0,1475000.0,SPX 151219C1475000,2119.6265611337835
872905,604.8,609.0,0.06082852648138437,2015-11-18,31,0.986668,2015-12-19,2080.603922,0.5582,1,606.9,108105.0,1475000.0,SPX 151219C1475000,2248.5603215383558
876867,601.3,605.5,-0.005767012687427964,2015-11-19,30,0.997314,2015-12-19,2078.417959,0.414659,0,603.4,108105.0,1475000.0,SPX 151219C1475000,2235.592845635597
880666,607.9,612.2,0.0110208816705335,2015-11-20,29,,2015-12-19,2086.402527,,0,610.05,108105.0,1475000.0,SPX 151219C1475000,2260.231049850838
884474,606.7,610.5,-0.0023768543562001643,2015-11-23,26,,2015-12-19,2084.161108,,0,608.6,108105.0,1475000.0,SPX 151219C1475000,2254.8588098339815
888278,609.7,614.0,0.005340124876766383,2015-11-24,25,0.997384,2015-12-19,2086.830639,0.471149,0,611.85,108105.0,1475000.0,SPX 151219C1475000,2266.900037457972
892078,609.7,614.2,0.00016343875132807106,2015-11-25,24,0.995586,2015-12-19,2086.745301,0.532547,0,611.95,108105.0,1475000.0,SPX 151219C1475000,2267.2705367694793
896061,610.9,615.2,0.0017975324781434043,2015-11-27,22,,2015-12-19,2088.242968,,0,613.05,108105.0,1475000.0,SPX 151219C1475000,2271.34602919606
900277,623.3,627.5,0.0,2015-11-30,46,0.972792,2016-01-15,2076.663176,0.543538,1,625.4,108105.0,1455000.0,SPX 160115C1455000,2271.34602919606
904068,642.8,647.0,0.031180044771346394,2015-12-01,45,0.988102,2016-01-15,2098.98901,0.46824,1,644.9,108105.0,1455000.0,SPX 160115C1455000,2342.166700077613
907703,618.9,622.8,-0.03729260350441943,2015-12-02,44,0.997872,2016-01-15,2076.114751,0.273991,1,620.8499999999999,108105.0,1455000.0,SPX 160115C1455000,2254.821205990364
911451,589.4,593.5,-0.047354433438028254,2015-12-03,43,0.994017,2016-01-15,2046.359626,0.388409,1,591.45,108105.0,1455000.0,SPX 160115C1455000,2148.0454252766385
915457,630.8,635.0,0.07008200185983582,2015-12-04,42,,2016-01-15,2088.504002,,1,632.9,108105.0,1455000.0,SPX 160115C1455000,2298.5847487658875
919455,616.4,620.8,-0.022594406699320668,2015-12-07,39,,2016-01-15,2074.223038,,1,618.5999999999999,108105.0,1455000.0,SPX 160115C1455000,2246.6495901194153
923273,605.3,609.5,-0.01810539928871635,2015-12-08,38,0.984185,2016-01-15,2060.872456,0.517728,1,607.4,108105.0,1455000.0,SPX 160115C1455000,2205.9731022284723
927106,587.8,591.9,-0.02889364504445191,2015-12-09,37,0.995441,2016-01-15,2044.805817,0.401492,1,589.8499999999999,108105.0,1455000.0,SPX 160115C1455000,2142.2344984350743
930925,593.2,598.1,0.009833008391964437,2015-12-10,36,0.986713,2016-01-15,2049.487128,0.505104,1,595.6500000000001,108105.0,1455000.0,SPX 160115C1455000,2163.299108235742
934913,552.3,557.6,-0.06832871652816253,2015-12-11,35,0.993772,2016-01-15,2009.744067,0.416628,1,554.95,108105.0,1455000.0,SPX 160115C1455000,2015.4836567034754
938925,563.5,568.2,0.019641409135958243,2015-12-14,32,0.985264,2016-01-15,2019.51151,0.525187,1,565.85,108105.0,1455000.0,SPX 160115C1455000,2055.0705958116255
942728,584.9,588.5,0.03684722099496329,2015-12-15,31,0.990343,2016-01-15,2041.024212,0.507385,1,586.7,108105.0,1455000.0,SPX 160115C1455000,2130.7942362157473
946525,614.9,618.3,0.05096301346514376,2015-12-16,30,0.989485,2016-01-15,2070.7495,0.548298,0,616.5999999999999,108105.0,1455000.0,SPX 160115C1455000,2239.3859315674613
950352,584.5,588.8,-0.048572818683100816,2015-12-17,29,0.982206,2016-01-15,2039.737347,0.594713,0,586.65,108105.0,1455000.0,SPX 160115C1455000,2130.612644751948
953935,547.6,552.2,-0.06264382510866762,2015-12-18,28,0.984618,2016-01-15,2003.494801,0.55482,0,549.9000000000001,108105.0,1455000.0,SPX 160115C1455000,1997.1429188597915
957527,561.6,565.4,0.02473176941262034,2015-12-21,25,,2016-01-15,2019.261097,,0,563.5,108105.0,1455000.0,SPX 160115C1455000,2046.5357970130794
961250,580.3,584.3,0.03336291038154382,2015-12-22,24,0.994881,2016-01-15,2037.115743,0.517397,0,582.3,108105.0,1455000.0,SPX 160115C1455000,2114.814187401448
964981,606.7,610.7,0.045337454920144404,2015-12-23,23,0.987346,2016-01-15,2062.479954,0.648176,0,608.7,108105.0,1455000.0,SPX 160115C1455000,2210.694480287243
968814,603.0,607.0,-0.006078528010514339,2015-12-24,22,0.990584,2016-01-15,2059.24761,0.624507,0,605.0,108105.0,1455000.0,SPX 160115C1455000,2197.2567119661276
5794,547.5,549.6,0.0,2014-01-07,46,,2014-02-22,1834.209819,,1,548.55,108105.0,1285000.0,SPX 140222C1285000,2197.2567119661276
7599,546.8,548.9,-0.0012760915139915507,2014-01-08,45,,2014-02-22,1833.817185,,1,547.8499999999999,108105.0,1285000.0,SPX 140222C1285000,2194.4528113219267
9536,548.5,550.6,0.003103039153052878,2014-01-09,44,0.996281,2014-02-22,1834.559238,0.362971,1,549.55,108105.0,1285000.0,SPX 140222C1285000,2201.2622843149857
11575,551.8,553.9,0.006004913110726928,2014-01-10,43,,2014-02-22,1838.888739,,1,552.8499999999999,108105.0,1285000.0,SPX 140222C1285000,2214.4806730662176
13620,527.9,530.4,-0.042868770914352816,2014-01-13,40,,2014-02-22,1815.983377,,1,529.15,108105.0,1285000.0,SPX 140222C1285000,2119.54860839828
15541,548.6,551.1,0.03911934234149106,2014-01-14,39,,2014-02-22,1835.702795,,1,549.85,108105.0,1285000.0,SPX 140222C1285000,2202.4639560196433
17460,557.5,560.0,0.016186232608893292,2014-01-15,38,,2014-02-22,1845.260614,,1,558.75,108105.0,1285000.0,SPX 140222C1285000,2238.1135499244806
19420,555.2,557.7,-0.004116331096196801,2014-01-16,37,,2014-02-22,1842.839728,,1,556.45,108105.0,1285000.0,SPX 140222C1285000,2228.900733522107
21407,547.8,550.3,-0.013298589271273364,2014-01-17,36,,2014-02-22,1835.733197,,1,549.05,108105.0,1285000.0,SPX 140222C1285000,2199.259498140557
23407,552.5,555.0,0.00856024041526271,2014-01-21,32,,2014-02-22,1841.166731,,1,553.75,108105.0,1285000.0,SPX 140222C1285000,2218.08568818019
25462,556.0,558.2,0.006049661399548656,2014-01-22,31,,2014-02-22,1842.317679,,1,557.1,108105.0,1285000.0,SPX 140222C1285000,2231.504355548865
27519,537.9,540.4,-0.032220427212349745,2014-01-23,30,,2014-02-22,1826.01337,,0,539.15,108105.0,1285000.0,SPX 140222C1285000,2159.6043318868615
29688,502.8,505.0,-0.06538069182973194,2014-01-24,29,0.988167,2014-02-22,1787.979302,0.543039,0,503.9,108105.0,1285000.0,SPX 140222C1285000,2018.4079065896124
31859,493.7,496.0,-0.01795991268108743,2014-01-27,26,0.993686,2014-02-22,1779.519608,0.506573,0,494.85,108105.0,1285000.0,SPX 140222C1285000,1982.1574768324465
33915,502.6,505.1,0.018187329493785986,2014-01-28,25,,2014-02-22,1790.534127,,0,503.85,108105.0,1285000.0,SPX 140222C1285000,2018.2076279721696
35955,484.5,487.0,-0.035923389897787095,2014-01-29,24,,2014-02-22,1772.34363,,0,485.75,108105.0,1285000.0,SPX 140222C1285000,1945.7067684578374
38004,504.5,507.0,0.0411734431291817,2014-01-30,23,,2014-02-22,1792.399536,,0,505.75,108105.0,1285000.0,SPX 140222C1285000,2025.818215435
40179,491.4,493.9,-0.025902125556104827,2014-01-31,22,,2014-02-22,1780.896648,,0,492.65,108105.0,1285000.0,SPX 140222C1285000,1973.3452176649585
44575,522.9,525.5,0.0,2014-02-04,46,,2014-03-22,1751.66867,,1,524.2,108105.0,1225000.0,SPX 140322C1225000,1973.3452176649585
46652,520.5,523.1,-0.004578405188859436,2014-02-05,45,,2014-03-22,1748.210572,,1,521.8,108105.0,1225000.0,SPX 140322C1225000,1964.3104436809901
48724,543.2,545.7,0.04340743579915696,2014-02-06,44,,2014-03-22,1770.031154,,1,544.45,108105.0,1225000.0,SPX 140322C1225000,2049.5761231546862
50915,565.8,568.3,0.041509780512443584,2014-02-07,43,,2014-03-22,1793.656303,,1,567.05,108105.0,1225000.0,SPX 140322C1225000,2134.6535781703824
53174,568.3,570.8,0.004408782294330393,2014-02-10,40,,2014-03-22,1796.717895,,1,569.55,108105.0,1225000.0,SPX 140322C1225000,2144.064801070349
55321,588.0,590.5,0.03458871038539213,2014-02-11,39,,2014-03-22,1816.699092,,1,589.25,108105.0,1225000.0,SPX 140322C1225000,2218.2252375220846
57462,588.3,590.8,0.0005091217649553226,2014-02-12,38,,2014-03-22,1816.199211,,1,589.55,108105.0,1225000.0,SPX 140322C1225000,2219.3545842700805
59608,599.0,601.5,0.01814943601051655,2014-02-13,37,,2014-03-22,1826.828884,,1,600.25,108105.0,1225000.0,SPX 140322C1225000,2259.634618281937
61864,609.0,611.5,0.016659725114535506,2014-02-14,36,,2014-03-22,1835.695253,,1,610.25,108105.0,1225000.0,SPX 140322C1225000,2297.2795098818024
64113,610.8,613.3,0.0029496108152395895,2014-02-18,32,,2014-03-22,1838.15282,,1,612.05,108105.0,1225000.0,SPX 140322C1225000,2304.055590369778
66333,598.6,601.1,-0.019933012008822693,2014-02-19,31,,2014-03-22,1826.239604,,1,599.85,108105.0,1225000.0,SPX 140322C1225000,2258.128822617942
68551,611.9,614.4,0.022172209719096392,2014-02-20,30,0.990684,2014-03-22,1837.343559,0.628913,0,613.15,108105.0,1225000.0,SPX 140322C1225000,2308.1965284457633
70613,606.9,609.4,-0.00815461143276519,2014-02-21,29,,2014-03-22,1833.903009,,0,608.15,108105.0,1225000.0,SPX 140322C1225000,2289.3740826458306
72677,621.3,623.8,0.023678368823480955,2014-02-24,26,0.983649,2014-03-22,1845.511337,0.773033,0,622.55,108105.0,1225000.0,SPX 140322C1225000,2343.582726549637
74746,616.1,618.6,-0.00835274275158615,2014-02-25,25,,2014-03-22,1843.105576,,0,617.35,108105.0,1225000.0,SPX 140322C1225000,2324.0073829177068
76818,617.3,619.8,0.0019437920142544307,2014-02-26,24,0.994912,2014-03-22,1843.229625,0.645963,0,618.55,108105.0,1225000.0,SPX 140322C1225000,2328.5247699096903
78905,625.3,627.8,0.012933473445962296,2014-02-27,23,,2014-03-22,1852.431642,,0,626.55,108105.0,1225000.0,SPX 140322C1225000,2358.640683189583
81117,631.1,633.6,0.009257042534514426,2014-02-28,22,,2014-03-22,1857.674666,,0,632.35,108105.0,1225000.0,SPX 140322C1225000,2380.474720317505
85655,559.3,562.1,0.0,2014-03-04,46,0.990201,2014-04-19,1870.101996,0.435371,1,560.7,108105.0,1310000.0,SPX 140419C1310000,2380.474720317505
87753,559.7,562.3,0.0005350454788655146,2014-03-05,45,0.987917,2014-04-19,1870.094764,0.460572,1,561.0,108105.0,1310000.0,SPX 140419C1310000,2381.748382554165
89851,563.2,565.7,0.006149732620321036,2014-03-06,44,0.986995,2014-04-19,1873.398919,0.476218,1,564.45,108105.0,1310000.0,SPX 140419C1310000,2396.395498275755
92206,563.2,565.7,0.0,2014-03-07,43,0.996608,2014-04-19,1874.496201,0.361633,1,564.45,108105.0,1310000.0,SPX 140419C1310000,2396.395498275755
94560,563.4,565.9,0.0003543272211885551,2014-03-10,40,0.989463,2014-04-19,1873.898618,0.481324,1,564.65,108105.0,1310000.0,SPX 140419C1310000,2397.2446064335277
96788,554.6,557.0,-0.01567342601611621,2014-03-11,39,0.985256,2014-04-19,1864.472075,0.516037,1,555.8,108105.0,1310000.0,SPX 140419C1310000,2359.671570452058
99021,554.2,556.7,-0.0006297229219142109,2014-03-12,38,0.992561,2014-04-19,1865.041113,0.456329,1,555.45,108105.0,1310000.0,SPX 140419C1310000,2358.1856311759548
101243,533.5,536.0,-0.037267080745341685,2014-03-13,37,0.984385,2014-04-19,1843.311298,0.519959,1,534.75,108105.0,1310000.0,SPX 140419C1310000,2270.302936846416
103681,528.9,531.9,-0.008134642356241284,2014-03-14,36,0.979456,2014-04-19,1838.207782,0.556819,1,530.4,108105.0,1310000.0,SPX 140419C1310000,2251.834834414846
106121,545.2,547.7,0.030260180995475228,2014-03-17,33,0.993765,2014-04-19,1856.134048,0.472358,1,546.45,108105.0,1310000.0,SPX 140419C1310000,2319.975764076155
108433,559.5,562.0,0.02616890840882058,2014-03-18,32,0.987469,2014-04-19,1869.626254,0.561616,1,560.75,108105.0,1310000.0,SPX 140419C1310000,2380.6869973569474
110747,547.6,550.1,-0.021221578243423966,2014-03-19,31,0.991429,2014-04-19,1858.254065,0.521493,1,548.85,108105.0,1310000.0,SPX 140419C1310000,2330.1650619694346
113054,559.1,561.6,0.020952901521362755,2014-03-20,30,0.990089,2014-04-19,1869.56021,0.555961,0,560.35,108105.0,1310000.0,SPX 140419C1310000,2378.9887810414
115140,552.8,555.3,-0.011242973141786461,2014-03-21,29,,2014-04-19,1864.161711,,0,554.05,108105.0,1310000.0,SPX 140419C1310000,2352.24187407154
117230,545.3,547.8,-0.013536684414763966,2014-03-24,26,0.987129,2014-04-19,1855.35367,0.620217,0,546.55,108105.0,1310000.0,SPX 140419C1310000,2320.4003181550406
119421,553.1,555.5,0.014179855456957213,2014-03-25,25,0.991187,2014-04-19,1863.61163,0.597531,0,554.3,108105.0,1310000.0,SPX 140419C1310000,2353.303259268757
121623,541.1,543.6,-0.021558722713332035,2014-03-26,24,0.983737,2014-04-19,1850.650604,0.675662,0,542.35,108105.0,1310000.0,SPX 140419C1310000,2302.569046841801
123820,535.9,538.4,-0.009587904489720689,2014-03-27,23,,2014-04-19,1847.219369,,0,537.15,108105.0,1310000.0,SPX 140419C1310000,2280.4922347396946
126174,544.2,546.6,0.015358838313320522,2014-03-28,22,,2014-04-19,1855.869797,,0,545.4000000000001,108105.0,1310000.0,SPX 140419C1310000,2315.5179462478445
130943,564.2,566.7,0.0,2014-04-01,46,,2014-05-17,1881.745016,,1,565.45,108105.0,1315000.0,SPX 140517C1315000,2315.5179462478445
133081,570.2,572.7,0.010611017773454856,2014-04-02,45,,2014-05-17,1887.202952,,1,571.45,108105.0,1315000.0,SPX 140517C1315000,2340.087948330234
135220,568.9,571.4,-0.0022749146906991813,2014-04-03,44,0.996266,2014-05-17,1885.164034,0.368173,1,570.15,108105.0,1315000.0,SPX 140517C1315000,2334.76444787905
137474,545.0,547.5,-0.041918793300008694,2014-04-04,43,,2014-05-17,1861.611995,,1,546.25,108105.0,1315000.0,SPX 140517C1315000,2236.893939584199
139732,525.0,527.6,-0.03652173913043488,2014-04-07,40,,2014-05-17,1841.854268,,1,526.3,108105.0,1315000.0,SPX 140517C1315000,2155.1986826602542
141865,532.5,535.0,0.014155424662740002,2014-04-08,39,0.99784,2014-05-17,1848.843094,0.314568,1,533.75,108105.0,1315000.0,SPX 140517C1315000,2185.706435245888
143994,552.5,555.0,0.0374707259953162,2014-04-09,38,,2014-05-17,1869.038602,,1,553.75,108105.0,1315000.0,SPX 140517C1315000,2267.606442187186
146127,514.8,517.3,-0.06808126410835225,2014-04-10,37,0.987551,2014-05-17,1830.091104,0.479245,1,516.05,108105.0,1315000.0,SPX 140517C1315000,2113.2249291028393
148445,490.7,504.2,-0.03604301908729768,2014-04-11,36,,2014-05-17,1812.795117,,1,497.45,108105.0,1315000.0,SPX 140517C1315000,2037.0579226474324
150762,510.7,513.2,0.029148658156598728,2014-04-14,33,,2014-05-17,1827.930268,,1,511.95000000000005,108105.0,1315000.0,SPX 140517C1315000,2096.4354276798736
152960,522.5,525.0,0.02304912589120023,2014-04-15,32,,2014-05-17,1840.362322,,1,523.75,108105.0,1315000.0,SPX 140517C1315000,2144.756431775239
155144,542.0,544.5,0.037231503579952197,2014-04-16,31,,2014-05-17,1859.739707,,1,543.25,108105.0,1315000.0,SPX 140517C1315000,2224.608938543004
157148,545.7,548.2,0.006810860561435872,2014-04-17,30,,2014-05-17,1862.364232,,0,546.95,108105.0,1315000.0,SPX 140517C1315000,2239.760439827144
159155,551.2,553.7,0.010055763780967286,2014-04-21,26,,2014-05-17,1869.738073,,0,552.45,108105.0,1315000.0,SPX 140517C1315000,2262.2829417360012
161213,560.5,563.0,0.016834102633722425,2014-04-22,25,,2014-05-17,1877.467985,,0,561.75,108105.0,1315000.0,SPX 140517C1315000,2300.3664449637045
163267,556.5,559.0,-0.007120605251446421,2014-04-23,24,,2014-05-17,1873.400265,,0,557.75,108105.0,1315000.0,SPX 140517C1315000,2283.986443575445
165327,559.0,561.5,0.0044822949350067365,2014-04-24,23,,2014-05-17,1876.700358,,0,560.25,108105.0,1315000.0,SPX 140517C1315000,2294.223944443107
167571,543.9,546.4,-0.026952253458277564,2014-04-25,22,,2014-05-17,1861.60104,,0,545.15,108105.0,1315000.0,SPX 140517C1315000,2232.389439202427
182918,555.8,558.3,0.0,2014-05-06,46,,2014-06-21,1863.731278,,1,557.05,108105.0,1305000.0,SPX 140621C1305000,2232.389439202427
185147,567.3,569.8,0.020644466385423277,2014-05-07,45,,2014-06-21,1874.28504,,1,568.55,108105.0,1305000.0,SPX 140621C1305000,2278.4759279392156
187372,564.3,566.8,-0.005276580775657402,2014-05-08,44,,2014-06-21,1871.793708,,1,565.55,108105.0,1305000.0,SPX 140621C1305000,2266.4533656600534
189718,567.5,570.0,0.005658208823269506,2014-05-09,43,,2014-06-21,1874.725121,,1,568.75,108105.0,1305000.0,SPX 140621C1305000,2279.27743209116
192060,586.3,588.8,0.033054945054944884,2014-05-12,40,,2014-06-21,1893.135372,,1,587.55,108105.0,1305000.0,SPX 140621C1305000,2354.618822373909
194278,587.3,589.8,0.001701982809973579,2014-05-13,39,,2014-06-21,1894.024308,,1,588.55,108105.0,1305000.0,SPX 140621C1305000,2358.6263431336297
196498,578.8,581.3,-0.014442273383739712,2014-05-14,38,0.99789,2014-06-21,1885.133608,0.329476,1,580.05,108105.0,1305000.0,SPX 140621C1305000,2324.5624166760035
198719,560.8,563.5,-0.030859408671666144,2014-05-15,37,,2014-06-21,1867.582762,,1,562.15,108105.0,1305000.0,SPX 140621C1305000,2252.827795077003
200746,567.6,570.6,0.012363248243351554,2014-05-16,36,,2014-06-21,1874.666424,,1,569.1,108105.0,1305000.0,SPX 140621C1305000,2280.6800643570623
202772,576.1,579.1,0.014935863644350622,2014-05-19,33,0.992671,2014-06-21,1882.143635,0.511095,1,577.6,108105.0,1305000.0,SPX 140621C1305000,2314.743990814688
204865,563.3,565.8,-0.02259349030470925,2014-05-20,32,,2014-06-21,1870.004896,,1,564.55,108105.0,1305000.0,SPX 140621C1305000,2262.4458449003323
206989,578.6,581.0,0.027012664954388477,2014-05-21,31,,2014-06-21,1885.280258,,1,579.8,108105.0,1305000.0,SPX 140621C1305000,2323.5605364860735
209117,584.3,586.8,0.00991721283201108,2014-05-22,30,0.990886,2014-06-21,1889.8326,0.569291,0,585.55,108105.0,1305000.0,SPX 140621C1305000,2346.603780854468
211355,592.1,595.0,0.01366236871317561,2014-05-23,29,0.992015,2014-06-21,1897.957623,0.572863,0,593.55,108105.0,1305000.0,SPX 140621C1305000,2378.6639469322336
213594,602.3,604.8,0.016847780304944715,2014-05-27,25,,2014-06-21,1909.716265,,0,603.55,108105.0,1305000.0,SPX 140621C1305000,2418.7391545294404
215709,601.8,604.3,-0.0008284317786430018,2014-05-28,24,0.994391,2014-06-21,1907.688611,0.608291,0,603.05,108105.0,1305000.0,SPX 140621C1305000,2416.7353941495803
217826,611.0,613.5,0.015255783102562148,2014-05-29,23,,2014-06-21,1918.02019,,0,612.25,108105.0,1305000.0,SPX 140621C1305000,2453.6045851390113
220053,615.5,618.0,0.007349938750510487,2014-05-30,22,0.997093,2014-06-21,1921.652041,0.58275,0,616.75,108105.0,1305000.0,SPX 140621C1305000,2471.6384285577547
224595,573.5,576.4,0.0,2014-06-03,46,,2014-07-19,1920.155691,,1,574.95,108105.0,1345000.0,SPX 140719C1345000,2471.6384285577547
226700,577.8,580.7,0.007478911209670258,2014-06-04,45,0.99231,2014-07-19,1923.885088,0.421045,1,579.25,108105.0,1345000.0,SPX 140719C1345000,2490.123592907347
228805,590.0,593.0,0.02114803625377637,2014-06-05,44,0.996544,2014-07-19,1936.550405,0.361809,1,591.5,108105.0,1345000.0,SPX 140719C1345000,2542.7848169265353
231021,599.0,601.5,0.014792899408283988,2014-06-06,43,,2014-07-19,1945.628731,,1,600.25,108105.0,1345000.0,SPX 140719C1345000,2580.3999769402412
233242,601.3,604.2,0.004164931278633821,2014-06-09,40,0.996229,2014-07-19,1947.746448,0.402053,1,602.75,108105.0,1345000.0,SPX 140719C1345000,2591.1471655155856
235371,600.6,603.5,-0.001161343840730078,2014-06-10,39,,2014-07-19,1947.365543,,1,602.05,108105.0,1345000.0,SPX 140719C1345000,2588.137952714489
237502,594.1,596.6,-0.011128643800348725,2014-06-11,38,,2014-07-19,1940.488845,,1,595.35,108105.0,1345000.0,SPX 140719C1345000,2559.3354873325657
239646,581.7,584.2,-0.02082808432014782,2014-06-12,37,0.987461,2014-07-19,1926.83773,0.523038,1,582.95,108105.0,1345000.0,SPX 140719C1345000,2506.0294319988566
242036,586.4,588.9,0.008062441032678391,2014-06-13,36,,2014-07-19,1932.960974,,1,587.65,108105.0,1345000.0,SPX 140719C1345000,2526.234146520504
244426,588.7,591.2,0.00391389432485334,2014-06-16,33,0.996096,2014-07-19,1934.853173,0.449921,1,589.95,108105.0,1345000.0,SPX 140719C1345000,2536.121560009821
246695,593.5,596.0,0.008136282735824896,2014-06-17,32,0.991751,2014-07-19,1939.154624,0.532112,1,594.75,108105.0,1345000.0,SPX 140719C1345000,2556.7561620744823
248964,608.4,611.3,0.02538881883144173,2014-06-18,31,0.991706,2014-07-19,1954.218362,0.554323,1,609.8499999999999,108105.0,1345000.0,SPX 140719C1345000,2621.6691810695634
251233,609.5,612.4,0.0018037222267772712,2014-06-19,30,,2014-07-19,1956.805896,,0,610.95,108105.0,1345000.0,SPX 140719C1345000,2626.3979440427156
253271,614.2,617.2,0.00777477698666007,2014-06-20,29,0.99359,2014-07-19,1960.28257,0.553683,0,615.7,108105.0,1345000.0,SPX 140719C1345000,2646.81760233587
255326,613.9,616.9,-0.0004872502842294679,2014-06-23,26,0.996739,2014-07-19,1960.301039,0.522317,0,615.4,108105.0,1345000.0,SPX 140719C1345000,2645.5279397068284
257431,602.1,604.6,-0.01958076048098789,2014-06-24,25,0.992611,2014-07-19,1947.784195,0.608204,0,603.35,108105.0,1345000.0,SPX 140719C1345000,2593.7264907736676
259535,611.6,614.1,0.015745421397199033,2014-06-25,24,0.99389,2014-07-19,1957.423064,0.610363,0,612.85,108105.0,1345000.0,SPX 140719C1345000,2634.565807359977
261750,608.6,611.1,-0.00489516194827444,2014-06-26,23,,2014-07-19,1955.206594,,0,609.85,108105.0,1345000.0,SPX 140719C1345000,2621.6691810695634
264090,612.5,615.2,0.006558989915552926,2014-06-27,22,,2014-07-19,1959.045374,,0,613.85,108105.0,1345000.0,SPX 140719C1345000,2638.8646827901143
268823,588.5,591.0,0.0,2014-07-01,46,0.9911,2014-08-16,1969.233298,0.426031,1,589.75,108105.0,1380000.0,SPX 140816C1380000,2638.8646827901143
270944,588.3,591.2,0.0,2014-07-02,45,,2014-08-16,1970.637181,,1,589.75,108105.0,1380000.0,SPX 140816C1380000,2638.8646827901143
