,best_bid,best_offer,daily_return,date,days_mat,delta,exdate,forward_price,impl_volatility,months_mat,price,secid,strike_price,symbol,adj_prices
483760,818.7,828.2,0.004023654209595939,2018-04-25,23,,2018-05-18,2639.780829,,0,823.45,108105.0,1810000.0,SPX 180518C1810000,1927.7194705079814
490232,849.6,859.5,0.03776792762159187,2018-04-26,22,,2018-05-18,2667.290847,,0,854.55,108105.0,1810000.0,SPX 180518C1810000,2000.5254399448602
496713,854.9,864.5,0.006026563688491082,2018-04-27,21,0.996353,2018-05-18,2670.249553,0.614371,0,859.7,108105.0,1810000.0,SPX 180518C1810000,2012.5817339191344
503598,795.1,798.8,0.0,2018-04-30,46,,2018-06-15,2649.668926,,1,796.95,108105.0,1850000.0,SPX 180615C1850000,2012.5817339191344
509999,798.0,801.7,0.00363887320409062,2018-05-01,45,,2018-06-15,2656.383519,,1,799.85,108105.0,1850000.0,SPX 180615C1850000,2019.905263661735
516450,778.2,781.8,-0.024817153216228016,2018-05-02,44,,2018-06-15,2637.270318,,1,780.0,108105.0,1850000.0,SPX 180615C1850000,1969.7769652511763
522901,770.9,774.8,-0.009166666666666767,2018-05-03,43,,2018-06-15,2631.362451,,1,772.8499999999999,108105.0,1850000.0,SPX 180615C1850000,1951.7206764030402
529412,803.1,812.8,0.04541631623212794,2018-05-04,42,,2018-06-15,2665.072301,,1,807.95,108105.0,1850000.0,SPX 180615C1850000,2040.3606398393433
536020,817.3,819.8,0.0131196237390927,2018-05-07,39,,2018-06-15,2674.274606,,1,818.55,108105.0,1850000.0,SPX 180615C1850000,2067.12940372609
542417,814.2,817.5,-0.0032985156679493643,2018-05-08,38,,2018-06-15,2673.505957,,1,815.85,108105.0,1850000.0,SPX 180615C1850000,2060.3109450002207
548791,838.4,847.4,0.03315560458417588,2018-05-09,37,,2018-06-15,2698.793272,,1,842.9,108105.0,1850000.0,SPX 180615C1850000,2128.621800013098
555167,866.4,869.9,0.029956103926918942,2018-05-10,36,,2018-06-15,2723.984346,,1,868.15,108105.0,1850000.0,SPX 180615C1850000,2192.3870158753957
561576,870.8,877.0,0.006623279387202752,2018-05-11,35,,2018-06-15,2728.575175,,1,873.9,108105.0,1850000.0,SPX 180615C1850000,2206.9078076064143
568281,874.7,878.5,0.00308959835221434,2018-05-14,32,,2018-06-15,2730.897666,,1,876.6,108105.0,1850000.0,SPX 180615C1850000,2213.726266332284
574797,855.3,860.2,-0.021503536390600098,2018-05-15,31,,2018-06-15,2712.170919,,1,857.75,108105.0,1850000.0,SPX 180615C1850000,2166.1233230053804
581287,867.4,872.2,0.01404838239580286,2018-05-16,30,,2018-06-15,2723.133128,,0,869.8,108105.0,1850000.0,SPX 180615C1850000,2196.5538517634272
587778,867.3,871.8,-0.0002874223959531408,2018-05-17,29,0.997774,2018-06-15,2720.75567,0.458449,0,869.55,108105.0,1850000.0,SPX 180615C1850000,2195.9225129925135
593871,861.4,864.8,-0.007417629808521675,2018-05-18,28,0.99322,2018-06-15,2713.558386,0.572342,0,863.0999999999999,108105.0,1850000.0,SPX 180615C1850000,2179.6339727029363
600087,879.6,882.4,0.020739195921677833,2018-05-21,25,,2018-06-15,2733.480431,,0,881.0,108105.0,1850000.0,SPX 180615C1850000,2224.8378287003675
606319,871.9,875.4,-0.008342792281498368,2018-05-22,24,,2018-06-15,2724.862176,,0,873.65,108105.0,1850000.0,SPX 180615C1850000,2206.2764688355005
612521,879.1,881.9,0.007840668459909494,2018-05-23,23,,2018-06-15,2733.661303,,0,880.5,108105.0,1850000.0,SPX 180615C1850000,2223.5751511585395
618723,873.6,876.4,-0.00624645088018172,2018-05-24,22,,2018-06-15,2728.107119,,0,875.0,108105.0,1850000.0,SPX 180615C1850000,2209.685698198435
624923,867.6,871.0,-0.006514285714285806,2018-05-25,21,,2018-06-15,2721.652302,,0,869.3,108105.0,1850000.0,SPX 180615C1850000,2195.2911742215992
656470,818.7,825.6,0.0,2018-06-04,46,0.991297,2018-07-20,2748.459792,0.42182,1,822.1500000000001,108105.0,1925000.0,SPX 180720C1925000,2195.2911742215992
662547,822.4,825.6,0.002250197652496455,2018-06-05,45,0.991936,2018-07-20,2750.371609,0.421382,1,824.0,108105.0,1925000.0,SPX 180720C1925000,2200.231013268379
668610,844.5,849.1,0.02766990291262128,2018-06-06,44,0.996909,2018-07-20,2773.902168,0.353193,1,846.8,108105.0,1925000.0,SPX 180720C1925000,2261.1111917908534
674672,843.1,848.3,-0.0012990080302313078,2018-06-07,43,0.991498,2018-07-20,2771.941157,0.446579,1,845.7,108105.0,1925000.0,SPX 180720C1925000,2258.173990195471
680779,852.2,855.2,0.009459619250325124,2018-06-08,42,0.995714,2018-07-20,2780.582689,0.397258,1,853.7,108105.0,1925000.0,SPX 180720C1925000,2279.5354563437077
687147,858.4,861.0,0.007028230057397167,2018-06-11,39,0.981601,2018-07-20,2783.546075,0.560631,1,859.7,108105.0,1925000.0,SPX 180720C1925000,2295.556555954885
693509,861.6,864.1,0.003664068861230607,2018-06-12,38,0.989247,2018-07-20,2788.420811,0.509528,1,862.85,108105.0,1925000.0,SPX 180720C1925000,2303.967633250753
699862,850.8,853.8,-0.012226922408298146,2018-06-13,37,0.98455,2018-07-20,2776.627973,0.550716,1,852.3,108105.0,1925000.0,SPX 180720C1925000,2275.7971997677655
706218,858.3,860.6,0.008389064883257191,2018-06-14,36,0.983669,2018-07-20,2783.498993,0.569717,1,859.45,108105.0,1925000.0,SPX 180720C1925000,2294.8890101377524
712175,852.6,856.0,-0.005992204316714322,2018-06-15,35,0.995332,2018-07-20,2780.62469,0.450572,1,854.3,108105.0,1925000.0,SPX 180720C1925000,2281.1375663048248
718242,848.9,851.0,-0.005091888095516639,2018-06-18,32,0.987146,2018-07-20,2774.572008,0.571638,1,849.95,108105.0,1925000.0,SPX 180720C1925000,2269.5222690867213
724638,836.9,839.6,-0.013765515618565871,2018-06-19,31,0.989872,2018-07-20,2763.38395,0.548292,1,838.25,108105.0,1925000.0,SPX 180720C1925000,2238.2811248449248
731013,842.4,844.4,0.0061437518640024,2018-06-20,30,0.987942,2018-07-20,2768.074001,0.580454,0,843.4,108105.0,1925000.0,SPX 180720C1925000,2252.032568677852
737484,821.9,828.9,-0.021342186388427775,2018-06-21,29,0.990234,2018-07-20,2750.487698,0.557079,0,825.4,108105.0,1925000.0,SPX 180720C1925000,2203.9692698443196
743995,829.6,832.1,0.006602859219772217,2018-06-22,28,0.988774,2018-07-20,2755.592029,0.586438,0,830.85,108105.0,1925000.0,SPX 180720C1925000,2218.5217686578058
750671,792.4,795.2,-0.04459288680267204,2018-06-25,25,0.985423,2018-07-20,2717.713995,0.630782,0,793.8,108105.0,1925000.0,SPX 180720C1925000,2119.5914785587843
757173,796.2,799.3,0.004976064499873978,2018-06-26,24,0.997405,2018-07-20,2723.660293,0.475345,0,797.75,108105.0,1925000.0,SPX 180720C1925000,2130.138702469476
763745,776.7,779.2,-0.024819805703541142,2018-06-27,23,0.978433,2018-07-20,2700.176782,0.704562,0,777.95,108105.0,1925000.0,SPX 180720C1925000,2077.2690737525904
770317,789.5,791.5,0.01613214216851966,2018-06-28,22,,2018-07-20,2716.794531,,0,790.5,108105.0,1925000.0,SPX 180720C1925000,2110.779873772636
776798,795.7,798.7,0.00847564832384573,2018-06-29,21,0.977003,2018-07-20,2718.844842,0.766966,0,797.2,108105.0,1925000.0,SPX 180720C1925000,2128.6701016717843
783639,813.3,815.5,0.0,2018-07-02,46,,2018-08-17,2728.396252,,1,814.4,108105.0,1910000.0,SPX 180817C1910000,2128.6701016717843
790114,798.8,803.8,-0.016085461689587466,2018-07-03,45,,2018-08-17,2714.793722,,1,801.3,108105.0,1910000.0,SPX 180817C1910000,2094.4294603015724
796546,823.8,826.7,0.029888930487957044,2018-07-05,43,,2018-08-17,2738.185914,,1,825.25,108105.0,1910000.0,SPX 180817C1910000,2157.0297168524553
803006,848.4,850.6,0.02938503483792787,2018-07-06,42,0.995585,2018-08-17,2761.387421,0.400333,1,849.5,108105.0,1910000.0,SPX 180817C1910000,2220.4141102286103
809664,871.8,873.9,0.0274867569158328,2018-07-09,39,,2018-08-17,2785.684899,,1,872.8499999999999,108105.0,1910000.0,SPX 180817C1910000,2281.446093128949
816192,880.5,887.2,0.012602394454946486,2018-07-10,38,0.994112,2018-08-17,2795.349018,0.465787,1,883.85,108105.0,1910000.0,SPX 180817C1910000,2310.1977767222565
822762,862.3,865.0,-0.022854556768682532,2018-07-11,37,0.994725,2018-08-17,2775.007771,0.453835,1,863.65,108105.0,1910000.0,SPX 180817C1910000,2257.3992304872736
829384,883.4,889.4,0.026341689341747188,2018-07-12,36,,2018-08-17,2799.248536,,1,886.4,108105.0,1910000.0,SPX 180817C1910000,2316.8629397370687
836041,889.0,891.2,0.004174187725631828,2018-07-13,35,,2018-08-17,2802.242391,,1,890.1,108105.0,1910000.0,SPX 180817C1910000,2326.5339605820905
842807,885.1,887.3,-0.004381530165149972,2018-07-16,32,,2018-08-17,2799.277293,,1,886.2,108105.0,1910000.0,SPX 180817C1910000,2316.340181853554
849462,898.0,900.2,0.014556533513879533,2018-07-17,31,0.996313,2018-08-17,2810.383626,0.486393,1,899.1,108105.0,1910000.0,SPX 180817C1910000,2350.0580653402512
856091,904.1,906.0,0.0066177288399509315,2018-07-18,30,0.997338,2018-08-17,2816.423818,0.467026,0,905.05,108105.0,1910000.0,SPX 180817C1910000,2365.6101123748126
862758,891.0,893.1,-0.014363847301254062,2018-07-19,29,,2018-08-17,2805.258296,,0,892.05,108105.0,1910000.0,SPX 180817C1910000,2331.6308499463585
869066,889.7,891.8,-0.001457317414943038,2018-07-20,28,,2018-08-17,2802.533047,,0,890.75,108105.0,1910000.0,SPX 180817C1910000,2328.2329237035133
875479,893.5,896.1,0.004546730283468969,2018-07-23,25,,2018-08-17,2807.559183,,0,894.8,108105.0,1910000.0,SPX 180817C1910000,2338.8187708446853
882082,906.6,909.2,0.014640143048726184,2018-07-24,24,,2018-08-17,2820.946064,,0,907.9000000000001,108105.0,1910000.0,SPX 180817C1910000,2373.0594122148973
888658,930.1,935.0,0.027150567243088286,2018-07-25,23,,2018-08-17,2846.589827,,0,932.55,108105.0,1910000.0,SPX 180817C1910000,2437.4893213580813
895287,924.7,927.8,-0.006755669937268727,2018-07-26,22,,2018-08-17,2837.904148,,0,926.25,108105.0,1910000.0,SPX 180817C1910000,2421.022448027369
902120,903.8,907.2,-0.022402159244264475,2018-07-27,21,,2018-08-17,2819.251132,,0,905.5,108105.0,1910000.0,SPX 180817C1910000,2366.786317612721
943071,846.6,848.6,0.0,2018-08-06,46,,2018-09-21,2852.115679,,1,847.6,108105.0,2000000.0,SPX 180921C2000000,2366.786317612721
949704,855.7,857.7,0.010736196319018454,2018-08-07,45,,2018-09-21,2860.153043,,1,856.7,108105.0,2000000.0,SPX 180921C2000000,2392.196600163778
956397,856.3,858.1,0.0005836348780203782,2018-08-08,44,0.993546,2018-09-21,2858.800167,0.407341,1,857.2,108105.0,2000000.0,SPX 180921C2000000,2393.5927695347154
963090,850.9,853.2,-0.006007932804479754,2018-08-09,43,,2018-09-21,2854.624352,,1,852.05,108105.0,2000000.0,SPX 180921C2000000,2379.2122250140624
969852,831.5,834.4,-0.02241652485182788,2018-08-10,42,0.992698,2018-09-21,2834.255915,0.418092,1,832.95,108105.0,2000000.0,SPX 180921C2000000,2325.878555044262
976739,820.8,823.3,-0.013086019569001794,2018-08-13,39,0.990501,2018-09-21,2822.779398,0.453702,1,822.05,108105.0,2000000.0,SPX 180921C2000000,2295.4420627578315
983460,838.2,840.2,0.02086247795146301,2018-08-14,38,0.996207,2018-09-21,2840.793566,0.390262,1,839.2,108105.0,2000000.0,SPX 180921C2000000,2343.3306721809777
990169,816.6,818.7,-0.02567921830314579,2018-08-15,37,0.99629,2018-09-21,2819.15452,0.386079,1,817.6500000000001,108105.0,2000000.0,SPX 180921C2000000,2283.155772293585
996878,838.2,840.1,0.026294869442915703,2018-08-16,36,,2018-09-21,2841.489884,,1,839.1500000000001,108105.0,2000000.0,SPX 180921C2000000,2343.191055243884
1003210,849.2,851.1,0.013108502651492548,2018-08-17,35,0.991752,2018-09-21,2850.886261,0.482577,1,850.1500000000001,108105.0,2000000.0,SPX 180921C2000000,2373.906781404502
1009659,855.2,857.0,0.0069987649238369976,2018-08-20,32,,2018-09-21,2857.718126,,1,856.1,108105.0,2000000.0,SPX 180921C2000000,2390.521196918655
1016146,863.1,865.3,0.009461511505665321,2018-08-21,31,0.986462,2018-09-21,2863.601253,0.576303,1,864.2,108105.0,2000000.0,SPX 180921C2000000,2413.1391407278375
1022597,861.7,863.5,-0.0018514232816477794,2018-08-22,30,0.988732,2018-09-21,2862.433507,0.564618,0,862.6,108105.0,2000000.0,SPX 180921C2000000,2408.6713987408384
1029069,854.9,856.7,-0.007883143983306362,2018-08-23,29,,2018-09-21,2857.561665,,0,855.8,108105.0,2000000.0,SPX 180921C2000000,2389.6834952960926
1035549,872.9,874.7,0.02103295162421137,2018-08-24,28,,2018-09-21,2875.257661,,0,873.8,108105.0,2000000.0,SPX 180921C2000000,2439.9455926498317
1042175,894.8,897.0,0.02529182879377445,2018-08-27,25,,2018-09-21,2897.243935,,0,895.9,108105.0,2000000.0,SPX 180921C2000000,2501.6562788452557
1048605,894.9,896.7,-0.0001116196004018466,2018-08-28,24,,2018-09-21,2897.97111,,0,895.8,108105.0,2000000.0,SPX 180921C2000000,2501.3770449710682
1054997,912.4,914.2,0.01953561062737208,2018-08-29,23,,2018-09-21,2914.476528,,0,913.3,108105.0,2000000.0,SPX 180921C2000000,2550.2429729538694
1061393,899.4,902.1,-0.013741377422533674,2018-08-30,22,0.996788,2018-09-21,2901.567129,0.557018,0,900.75,108105.0,2000000.0,SPX 180921C2000000,2515.199121743346
1067648,900.5,902.4,0.0007771301693033639,2018-08-31,21,0.995091,2018-09-21,2901.947244,0.614765,0,901.45,108105.0,2000000.0,SPX 180921C2000000,2517.153758862658
1074330,865.6,867.9,0.0,2018-09-04,45,0.992184,2018-10-19,2898.3303,0.416793,1,866.75,108105.0,2030000.0,SPX 181019C2030000,2517.153758862658
1080714,859.4,861.2,-0.007441592154600607,2018-09-05,44,0.984228,2018-10-19,2890.161592,0.484749,1,860.3,108105.0,2030000.0,SPX 181019C2030000,2498.422127198782
1087274,849.8,851.7,-0.01110077879809368,2018-09-06,43,0.980346,2018-10-19,2879.610277,0.510475,1,850.75,108105.0,2030000.0,SPX 181019C2030000,2470.6876958204857
1093883,845.0,847.3,-0.005406993828974471,2018-09-07,42,0.974036,2018-10-19,2873.229102,0.54977,1,846.15,108105.0,2030000.0,SPX 181019C2030000,2457.328702695861
1100616,848.7,850.5,0.004077291260414784,2018-09-10,39,0.981888,2018-10-19,2878.611702,0.527359,1,849.6,108105.0,2030000.0,SPX 181019C2030000,2467.347947539329
1107157,859.1,861.0,0.012299905838041303,2018-09-11,38,0.983465,2018-10-19,2889.369526,0.529834,1,860.05,108105.0,2030000.0,SPX 181019C2030000,2497.6960949637473
1113662,859.2,861.5,0.0003488169292484855,2018-09-12,37,0.985666,2018-10-19,2890.016558,0.521484,1,860.35,108105.0,2030000.0,SPX 181019C2030000,2498.5673336457885
1120203,874.3,876.1,0.01726041727204053,2018-09-13,36,0.987923,2018-10-19,2905.313272,0.518674,1,875.2,108105.0,2030000.0,SPX 181019C2030000,2541.6936484068046
1126790,875.9,878.2,0.0021138025594149568,2018-09-14,35,0.983611,2018-10-19,2906.096539,0.562176,1,877.05,108105.0,2030000.0,SPX 181019C2030000,2547.0662869460557
1133548,857.8,860.3,-0.020523345305284768,2018-09-17,32,0.992493,2018-10-19,2889.813412,0.496674,1,859.05,108105.0,2030000.0,SPX 181019C2030000,2494.791966023612
1140119,877.8,879.5,0.02281590128630473,2018-09-18,31,0.975877,2018-10-19,2905.293408,0.655728,1,878.65,108105.0,2030000.0,SPX 181019C2030000,2551.712893250273
1146573,880.1,881.6,0.0025038411198998745,2018-09-19,30,0.981232,2018-10-19,2908.939331,0.63121,0,880.85,108105.0,2030000.0,SPX 181019C2030000,2558.1019769185714
1153134,901.0,903.0,0.024010898563887162,2018-09-20,29,0.988527,2018-10-19,2931.794138,0.592711,0,902.0,108105.0,2030000.0,SPX 181019C2030000,2619.5243040024425
1159310,897.8,899.7,-0.003603104212860364,2018-09-21,28,,2018-10-19,2930.699687,,0,898.75,108105.0,2030000.0,SPX 181019C2030000,2610.085884947001
1165763,890.2,892.0,-0.00851182197496525,2018-09-24,25,0.986948,2018-10-19,2920.282962,0.651645,0,891.1,108105.0,2030000.0,SPX 181019C2030000,2587.8692985549624
1172470,881.2,888.4,-0.0070699135899451315,2018-09-25,24,,2018-10-19,2916.477921,,0,884.8,108105.0,2030000.0,SPX 181019C2030000,2569.573286232107
1179161,874.9,877.8,-0.00955018083182646,2018-09-26,23,0.99402,2018-10-19,2906.859445,0.582977,0,876.3499999999999,108105.0,2030000.0,SPX 181019C2030000,2545.03339668796
1185854,886.6,888.6,0.012837336680550093,2018-09-27,22,0.980231,2018-10-19,2914.892611,0.758579,0,887.6,108105.0,2030000.0,SPX 181019C2030000,2577.704847264487
1192443,881.9,884.8,-0.00478819287967569,2018-09-28,21,,2018-10-19,2914.831957,,0,883.3499999999999,108105.0,2030000.0,SPX 181019C2030000,2565.3622992689097
1199419,874.1,876.1,0.0,2018-10-01,46,0.992992,2018-11-16,2926.998651,0.403917,1,875.1,108105.0,2050000.0,SPX 181116C2050000,2565.3622992689097
1205992,872.8,874.9,-0.0014284081819222472,2018-10-02,45,0.993863,2018-11-16,2925.836842,0.397827,1,873.8499999999999,108105.0,2050000.0,SPX 181116C2050000,2561.697914771039
1212565,873.6,876.0,0.0010871431023631306,2018-10-03,44,,2018-11-16,2927.846491,,1,874.8,108105.0,2050000.0,SPX 181116C2050000,2564.4828469894205
1219138,850.0,852.8,-0.02674897119341557,2018-10-04,43,,2018-11-16,2903.850211,,1,851.4,108105.0,2050000.0,SPX 181116C2050000,2495.8855691892923
1225754,834.1,836.0,-0.019203664552501776,2018-10-05,42,,2018-11-16,2887.74693,,1,835.05,108105.0,2050000.0,SPX 181116C2050000,2447.955419957151
1232502,835.7,837.6,0.0019160529309623087,2018-10-08,39,0.985014,2018-11-16,2886.481804,0.495761,1,836.6500000000001,108105.0,2050000.0,SPX 181116C2050000,2452.645832114425
1239214,831.6,833.4,-0.004960258172473697,2018-10-09,38,0.985394,2018-11-16,2882.361478,0.497837,1,832.5,108105.0,2050000.0,SPX 181116C2050000,2440.480075581496
1245906,737.4,742.3,-0.11129129129129145,2018-10-10,37,0.97486,2018-11-16,2787.357724,0.513363,1,739.8499999999999,108105.0,2050000.0,SPX 181116C2050000,2168.8758965993625
1252603,678.0,686.6,-0.07778603771034664,2018-10-11,36,0.974582,2018-11-16,2729.94931,0.485457,1,682.3,108105.0,2050000.0,SPX 181116C2050000,2000.1676343174227
1259635,720.6,724.3,0.05884508280814904,2018-10-12,35,0.969741,2018-11-16,2768.644773,0.54172,1,722.45,108105.0,2050000.0,SPX 181116C2050000,2117.8676643890108
1267013,704.7,707.8,-0.022423697141670806,2018-10-15,32,0.968825,2018-11-16,2752.155927,0.560609,1,706.25,108105.0,2050000.0,SPX 181116C2050000,2070.377241296614
1274184,757.5,760.3,0.07454867256637154,2018-10-16,31,,2018-11-16,2811.246524,,1,758.9,108105.0,2050000.0,SPX 181116C2050000,2224.721116346903
1281304,755.7,759.4,-0.0017788904994070487,2018-10-17,30,,2018-11-16,2810.463818,,0,757.55,108105.0,2050000.0,SPX 181116C2050000,2220.763581089203
1288424,713.7,717.1,-0.05563989175631956,2018-10-18,29,,2018-11-16,2769.994104,,0,715.4000000000001,108105.0,2050000.0,SPX 181116C2050000,2097.200535821023
1295092,716.5,720.2,0.004123567235113201,2018-10-19,28,0.993099,2018-11-16,2768.945193,0.446805,0,718.35,108105.0,2050000.0,SPX 181116C2050000,2105.8484832359964
1301864,705.8,709.1,-0.015173661863993826,2018-10-22,25,0.986771,2018-11-16,2756.883915,0.528473,0,707.45,108105.0,2050000.0,SPX 181116C2050000,2073.895050414569
1308870,685.2,689.8,-0.02819987278252889,2018-10-23,24,,2018-11-16,2741.639093,,0,687.5,108105.0,2050000.0,SPX 181116C2050000,2015.411473828562
1315832,598.2,608.2,-0.12261818181818174,2018-10-24,23,,2018-11-16,2656.998928,,0,603.2,108105.0,2050000.0,SPX 181116C2050000,1768.285383292202
1322796,654.4,659.0,0.0886936339522546,2018-10-25,22,0.989233,2018-11-16,2706.43119,0.509347,0,656.7,108105.0,2050000.0,SPX 181116C2050000,1925.1210398010428
1329919,598.3,602.3,-0.08588396528095033,2018-10-26,21,,2018-11-16,2659.560542,,0,600.3,108105.0,2050000.0,SPX 181116C2050000,1759.784011257143
1373827,813.5,817.6,0.0,2018-11-05,46,,2018-12-21,2741.294088,,1,815.55,108105.0,1920000.0,SPX 181221C1920000,1759.784011257143
1381062,830.4,835.7,0.021457911838636434,2018-11-06,45,,2018-12-21,2758.376766,,1,833.05,108105.0,1920000.0,SPX 181221C1920000,1797.5453014257407
1388225,889.0,893.1,0.0696236720484964,2018-11-07,44,,2018-12-21,2816.831427,,1,891.05,108105.0,1920000.0,SPX 181221C1920000,1922.697005984522
1395401,881.3,885.0,-0.00886594467201618,2018-11-08,43,,2018-12-21,2809.737762,,1,883.15,108105.0,1920000.0,SPX 181221C1920000,1905.6504807084123
1402714,859.8,864.1,-0.02400498216610991,2018-11-09,42,0.993376,2018-12-21,2783.799413,0.439904,1,861.95,108105.0,1920000.0,SPX 181221C1920000,1859.905374904168
1410134,801.0,805.8,-0.06792737397760895,2018-11-12,39,,2018-12-21,2728.805122,,1,803.4,108105.0,1920000.0,SPX 181221C1920000,1733.5668869400877
1417335,799.3,804.5,-0.0018670649738611322,2018-11-13,38,,2018-12-21,2724.681083,,1,801.9,108105.0,1920000.0,SPX 181221C1920000,1730.3302049256363
1424500,779.7,784.2,-0.0248784137673026,2018-11-14,37,0.995099,2018-12-21,2703.421215,0.410134,1,781.95,108105.0,1920000.0,SPX 181221C1920000,1687.282334133435
1431664,800.0,807.0,0.027559306861052457,2018-11-15,36,,2018-12-21,2732.01551,,1,803.5,108105.0,1920000.0,SPX 181221C1920000,1733.782665741051
1438407,813.7,819.2,0.01611698817672691,2018-11-16,35,0.996326,2018-12-21,2738.016283,0.415975,1,816.45,108105.0,1920000.0,SPX 181221C1920000,1761.7260204658137
1445142,766.2,770.3,-0.059036070794292406,2018-11-19,32,,2018-12-21,2692.278718,,1,768.25,108105.0,1920000.0,SPX 181221C1920000,1657.7206384014469
1451890,720.3,724.9,-0.059420761470875494,2018-11-20,31,0.993122,2018-12-21,2643.365381,0.450285,1,722.5999999999999,108105.0,1920000.0,SPX 181221C1920000,1559.217615761647
1458627,730.4,735.5,0.014323277055078965,2018-11-21,30,0.980481,2018-12-21,2651.347678,0.569119,0,732.95,108105.0,1920000.0,SPX 181221C1920000,1581.5507216613607
1465638,710.9,714.5,-0.027628078313663984,2018-11-23,28,0.997937,2018-12-21,2633.873716,0.375699,0,712.7,108105.0,1920000.0,SPX 181221C1920000,1537.855514466269
1472628,749.7,755.2,0.05577381787568392,2018-11-26,25,,2018-12-21,2674.64303,,0,752.45,108105.0,1920000.0,SPX 181221C1920000,1623.6275878492268
1479403,758.0,763.4,0.01096418366668872,2018-11-27,24,,2018-12-21,2683.332226,,0,760.7,108105.0,1920000.0,SPX 181221C1920000,1641.4293389287084
1486140,820.5,826.0,0.08222689627974233,2018-11-28,23,,2018-12-21,2744.912246,,0,823.25,108105.0,1920000.0,SPX 181221C1920000,1776.3989789313252
1492877,814.6,820.3,-0.0070452474946856025,2018-11-29,22,,2018-12-21,2738.832127,,0,817.45,108105.0,1920000.0,SPX 181221C1920000,1763.8838084754473
1499509,833.8,839.4,0.02342650926662171,2018-11-30,21,,2018-12-21,2761.19385,,0,836.5999999999999,108105.0,1920000.0,SPX 181221C1920000,1805.2054488599413
1506566,828.6,833.5,0.0,2018-12-03,46,,2019-01-18,2793.84777,,1,831.05,108105.0,1960000.0,SPX 190118C1960000,1805.2054488599413
1513253,740.5,747.4,-0.10480717165032183,2018-12-04,45,0.979879,2019-01-18,2703.331008,0.459994,1,743.95,108105.0,1960000.0,SPX 190118C1960000,1616.0069715171812
1519973,732.5,737.9,-0.011761543114456652,2018-12-06,43,,2019-01-18,2699.188379,,1,735.2,108105.0,1960000.0,SPX 190118C1960000,1597.0002358484194
1526738,671.7,684.7,-0.07752992383025026,2018-12-07,42,0.973367,2019-01-18,2636.133476,0.469318,1,678.2,108105.0,1960000.0,SPX 190118C1960000,1473.1849292061997
1533627,681.5,685.8,0.008035977587732113,2018-12-10,39,0.969987,2019-01-18,2640.587155,0.506448,1,683.65,108105.0,1960000.0,SPX 190118C1960000,1485.0234102798854
1540409,674.1,685.0,-0.005997220800116998,2018-12-11,38,0.984819,2019-01-18,2639.597712,0.436655,1,679.55,108105.0,1960000.0,SPX 190118C1960000,1476.1173969950942
1547167,694.6,698.5,0.02501655507321021,2018-12-12,37,0.970355,2019-01-18,2653.244722,0.527694,1,696.55,108105.0,1960000.0,SPX 190118C1960000,1513.0447691515456
1553925,689.9,693.8,-0.006747541454310557,2018-12-13,36,0.991163,2019-01-18,2652.679378,0.410481,1,691.8499999999999,108105.0,1960000.0,SPX 190118C1960000,1502.8354368494677
1560662,639.9,645.6,-0.07096914070969129,2018-12-14,35,0.98169,2019-01-18,2601.982859,0.451477,1,642.75,108105.0,1960000.0,SPX 190118C1960000,1396.1804972681873
1567546,586.9,592.0,-0.08292493193309991,2018-12-17,32,0.97662,2019-01-18,2547.76182,0.462309,1,589.45,108105.0,1960000.0,SPX 190118C1960000,1280.4023245659014
1574290,589.3,593.6,0.0033929934684875374,2018-12-18,31,0.967696,2019-01-18,2547.929342,0.510257,1,591.45,108105.0,1960000.0,SPX 190118C1960000,1284.7467212901897
1581326,551.0,557.4,-0.06298080987403842,2018-12-19,30,0.957254,2019-01-18,2508.659849,0.527694,0,554.2,108105.0,1960000.0,SPX 190118C1960000,1203.832332300318
1588369,505.0,507.7,-0.0863406712378203,2018-12-20,29,,2019-01-18,2469.136081,,0,506.35,108105.0,1960000.0,SPX 190118C1960000,1099.8926406717178
1595146,461.3,465.5,-0.08482275106151882,2018-12-21,28,0.953954,2019-01-18,2418.238612,0.473306,0,463.4,108105.0,1960000.0,SPX 190118C1960000,1006.5967210176241
1602202,402.9,408.0,-0.1250539490720759,2018-12-24,25,0.914052,2019-01-18,2352.505153,0.546642,0,405.45,108105.0,1960000.0,SPX 190118C1960000,880.7178259313675
1609780,505.8,510.2,0.2529288444937723,2018-12-26,23,,2019-01-18,2469.074026,,0,508.0,108105.0,1960000.0,SPX 190118C1960000,1103.4767679692557
1617512,522.2,525.7,0.0313976377952756,2018-12-27,22,,2019-01-18,2490.230901,,0,523.95,108105.0,1960000.0,SPX 190118C1960000,1138.1233318454558
1625176,524.6,527.9,0.004389731844641531,2018-12-28,21,,2019-01-18,2487.055136,,0,526.25,108105.0,1960000.0,SPX 190118C1960000,1143.1193880783874
1633275,730.3,735.3,0.0,2018-12-31,46,,2019-02-15,2510.911286,,1,732.8,108105.0,1760000.0,SPX 190215C1760000,1143.1193880783874
327,670.1,674.3,0.0,2017-01-03,45,,2017-02-17,2255.186159,,1,672.2,108105.0,1580000.0,SPX 170217C1580000,1143.1193880783874
4739,684.1,688.3,0.02082713478131515,2017-01-04,44,,2017-02-17,2268.17211,,1,686.2,108105.0,1580000.0,SPX 170217C1580000,1166.9272896450304
9035,683.2,687.5,-0.0012387059166424352,2017-01-05,43,,2017-02-17,2266.477052,,1,685.35,108105.0,1580000.0,SPX 170217C1580000,1165.4818099070555
